label,text
1,"The Powers team has fashioned a comedy with more laughs than many , no question ."
0,But this time there 's some mold on the gold .
0,"While surprisingly sincere , this average little story is adorned with some awesome action photography and surfing ."
1,A film that is a portrait of grace in an imperfect world .
1,A pleasurably jacked-up piece of action moviemaking .
1,"Nicolas Philibert observes life inside a one-room schoolhouse in northern France in his documentary To Be and to Have , easily one of the best films of the year ."
1,"A perverse little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy ."
0,"This ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family"
1,An enjoyably half-wit remake of the venerable Italian comedy Big Deal on Madonna Street .
0,"It takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding ."
1,"Reign of Fire may be little more than another platter of reheated Aliens , but it 's still pretty tasty ."
1,"There are times when A Rumor of Angels plays like an extended episode of Touched by an Angel -- a little too much dancing , a few too many weeping scenes -- but I liked its heart and its spirit ."
1,"Two hours of melodramatic musical married to two hours of underdog sports intrigue , if the picture also shares the weaknesses of both genres , more 's the pity ."
1,"Thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings ."
1,A tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .
1,An epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of Hollywood .
0,Genuinely touching because it 's realistic about all kinds of love .
0,"Lauren Ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist ."
0,I believe the message is in the messenger : The agent is a woman .
1,`` The Mothman Prophecies '' is a difficult film to shake from your conscience when night falls .
1,The second chapter of the Harry Potter series is even more magical than the first and simply the best family film of the year .
1,"More honest about Alzheimer 's disease , I think , than Iris ."
1,An excellent romp that boasts both a heart and a mind .
1,"Interacting eyeball-to-eyeball and toe-to-toe , Hopkins and Norton are a winning combination -- but Fiennes steals ` Red Dragon ' right from under their noses ."
1,"This is a terrific character study , a probe into the life of a complex man ."
0,Impresses you with its open-endedness and surprises .
1,"This is n't a narrative film -- I do n't know if it 's possible to make a narrative film about September 11th , though I 'm sure some will try -- but it 's as close as anyone has dared to come ."
0,"My oh my , is this an invigorating , electric movie ."
0,The two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath ...
1,"Cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing ."
0,"Biggie and Tupac is so single-mindedly daring , it puts far more polished documentaries to shame ."
1,"So many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but Family Fundamentals displays a rare gift for unflinching impartiality ."
1,The cast is uniformly excellent and relaxed .
1,"After making several adaptations of other writers ' work , Armenian-Canadian director Atom Egoyan broached an original treatment of a deeply personal subject ."
0,"The film is painfully authentic , and the performances of the young players are utterly convincing ."
0,"If it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life 's urgent questions ."
0,A candid and often fascinating documentary about a Pentecostal church in Dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .
0,Fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .
1,"Without resorting to hyperbole , I can state that Kissing Jessica Stein may be the best same-sex romance I have seen ."
0,"Unlike the nauseating fictions peddled by such ` Have-yourself-a-happy-little-Holocaust ' movies as Life Is Beautiful and Jakob the Liar , The Grey Zone is honest enough to deny the possibility of hope in Auschwitz ."
0,A potent allegorical love story .
0,Even those who would like to dismiss the film outright should find much to mull and debate .
0,"This is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters ."
1,"The movie is full of fine performances , led by Josef Bierbichler as Brecht and Monica Bleibtreu as Helene Weigel , his wife ."
1,A captivating cross-cultural comedy of manners .
1,"It 's -LRB- Ricci 's -RRB- best work yet , this girl-woman who sincerely believes she can thwart the world 's misery with blind good will ."
1,"Highlights are the terrific performances by Christopher Plummer , as the prime villain , and Nathan Lane as Vincent Crummles , the eccentric theater company manager ."
1,"Superior genre storytelling , which gets under our skin simply by crossing the nuclear line ."
1,"By taking Entertainment Tonight subject matter and giving it humor and poignancy , Auto Focus becomes both gut-bustingly funny and crushingly depressing ."
1,It 's a bittersweet and lyrical mix of elements .
0,"Subversive , meditative , clinical and poetic , The Piano Teacher is a daring work of genius ."
0,Its gross-out gags and colorful set pieces ... are of course stultifyingly contrived and too stylized by half .
0,"Still , it gets the job done -- a sleepy afternoon rental ."
1,"It further declares its director , Zhang Yang of Shower , as a boldly experimental , contemporary stylist with a bright future ."
1,"Smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes ."
0,"Full of profound , real-life moments that anyone can relate to , it deserves a wide audience ."
0,"A movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats ."
1,An extraordinary Swedish film about the soul adventure of marriage -- the kind of intimate and character-driven film that Bille August does best .
1,A blessed gift to film geeks and historians .
1,"If the ' 70 's were your idea of a good time at the movies , this will make you very happy ."
0,It took 19 predecessors to get THIS ?
0,"Thoughtful , even stinging at times , and lots of fun ."
0,"The WWII drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear ."
1,"If you love Motown music , you 'll love this documentary ."
1,It 's haunting .
1,It 's like a poem .
1,"To the film 's credit , the acting is fresh and unselfconscious , and Munch is a marvel of reality versus sappy sentiment ."
1,"Chicago is , in many ways , an admirable achievement ."
1,"Shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic ."
1,"Even when foreign directors ... borrow stuff from Hollywood , they invariably shake up the formula and make it more interesting ."
1,A cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .
1,"Sturdy , entertaining period drama ... both Caine and Fraser have their moments ."
1,"Whether -LRB- Binoche and Magimel -RRB- are being charming or angst-ridden , they easily fill their scenes and , fine judges both , never overcook the hysteria ."
1,"A spunky , original take on a theme that will resonate with singles of many ages ."
0,It 's a glorious groove that leaves you wanting more .
1,Majidi gets uniformly engaging performances from his largely amateur cast .
1,... a well-observed and disturbing little movie
1,Fans of Nijinsky will savor every minute of Cox 's work .
1,"Everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids ."
1,Jagger the actor is someone you want to see again .
1,Escapism in its purest form .
1,"There is a kind of attentive concern that Hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital ."
0,A comic gem with some serious sparkles .
0,U.S. audiences may find -LRB- Attal and Gainsbourg 's -RRB- unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what Hollywood typically concocts .
1,`` Cremaster 3 '' should come with the warning `` For serious film buffs only ! ''
1,"Once again , director Jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale ."
1,A loving little film of considerable appeal .
0,"Although it 's a bit smug and repetitive , this documentary engages your brain in a way few current films do ."
1,Flawed but worthy look at life in U.S. relocation camps .
1,It 's a lovely film with lovely performances by Buy and Accorsi .
1,"No one goes unindicted here , which is probably for the best ."
1,"A warm , funny , engaging film ."
1,"Uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity ."
0,"Visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality ."
0,"Unlike the speedy wham-bam effect of most Hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of Italian for Beginners ."
0,"You 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear ."
1,"The band 's courage in the face of official repression is inspiring , especially for aging hippies -LRB- this one included -RRB- ."
0,"Although German cooking does not come readily to mind when considering the world 's best cuisine , Mostly Martha could make Deutchland a popular destination for hungry tourists ."
1,A beguiling splash of pastel colors and prankish comedy from Disney .
0,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people .
0,"What 's surprising about Full Frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you ."
1,"Whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie ."
0,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young Gaghan 's resume ."
0,"It provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot ."
0,"It moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the Cold War datedness -- of its premise ."
1,A deep and meaningful film .
1,The film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip .
1,It 's a remarkably solid and subtly satirical tour de force .
1,Enormously entertaining for moviegoers of any age .
1,"A poignant , artfully crafted meditation on mortality ."
1,A rarity among recent Iranian films : It 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight .
0,"Not only is Undercover Brother as funny , if not more so , than both Austin Powers films , but it 's also one of the smarter , savvier spoofs to come along in some time ."
1,"In a way , the film feels like a breath of fresh air , but only to those that allow it in ."
1,"Woody Allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz ."
0,It 's a stunning lyrical work of considerable force and truth .
1,"-LRB- NÃƒÂ¦s -RRB- directed the stage version of Elling , and gets fine performances from his two leads who originated the characters on stage ."
0,Made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .
0,"But believe it or not , it 's one of the most beautiful , evocative works I 've seen ."
1,"A coda in every sense , The Pinochet Case splits time between a minute-by-minute account of the British court 's extradition chess game and the regime 's talking-head survivors ."
0,"Like Mike is a winner for kids , and no doubt a winner for Lil Bow Wow , who can now add movies to the list of things he does well ."
1,"-LRB- T -RRB- his beguiling Belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why ."
0,Here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep .
0,"But taken as a stylish and energetic one-shot , The Queen of the Damned can not be said to suck ."
1,"You wo n't like Roger , but you will quickly recognize him ."
1,"While the stoically delivered hokum of Hart 's War is never fun , it 's still a worthy addition to the growing canon of post-Saving Private Ryan tributes to the greatest generation ."
0,"We know the plot 's a little crazy , but it held my interest from start to finish ."
1,A sober and affecting chronicle of the leveling effect of loss .
1,"A fast , funny , highly enjoyable movie ."
0,"A celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences ."
0,"Writer\/director Joe Carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic ."
1,"A smart , witty follow-up ."
0,"Although occasionally static to the point of resembling a stage play , the film delivers a solid mixture of sweetness and laughs ."
0,It provides an honest look at a community striving to anchor itself in new grounds .
1,"Add yet another hat to a talented head , Clooney 's a good director ."
0,"Ultimately feels empty and unsatisfying , like swallowing a Communion wafer without the wine ."
1,"Chilling , well-acted , and finely directed : David Jacobson 's Dahmer ."
1,"A swashbuckling tale of love , betrayal , revenge and above all , faith ."
1,"Without ever becoming didactic , director Carlos Carrera expertly weaves this novelistic story of entangled interrelationships and complex morality ."
1,It 's a coming-of-age story we 've all seen bits of in other films -- but it 's rarely been told with such affecting grace and cultural specificity .
1,"This is as respectful a film as Byatt fans could hope for , though lovers of the book may wonder why it 's necessary ."
1,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .
1,"Not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics ."
1,For the most part Stevens glides through on some solid performances and witty dialogue .
1,Broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case .
1,"Against all odds in heaven and hell , it creeped me out just fine ."
1,A rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .
1,This surreal Gilliam-esque film is also a troubling interpretation of Ecclesiastes .
1,A rewarding work of art for only the most patient and challenge-hungry moviegoers .
0,A quiet treasure -- a film to be savored .
1,"May be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation ."
1,A compelling Spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .
1,Huston nails both the glad-handing and the choking sense of hollow despair .
1,"may not have generated many sparks , but with his affection for Astoria and its people he has given his tale a warm glow ."
1,It 's fascinating to see how Bettany and McDowell play off each other .
1,Leigh 's film is full of memorable performances from top to bottom .
0,One of the most significant moviegoing pleasures of the year .
1,"Generally , Clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes ."
0,The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in Hollywood 's hastier productions .
1,"Neither Parker nor Donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula ."
1,"It 's a much more emotional journey than what Shyamalan has given us in his past two movies , and Gibson , stepping in for Bruce Willis , is the perfect actor to take us on the trip ."
1,Jaglom ... put -LRB- s -RRB- the audience in the privileged position of eavesdropping on his characters
0,"Beautifully observed , miraculously unsentimental comedy-drama ."
0,"A must-see for the David Mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking ."
0,"Crackerjack entertainment -- nonstop romance , music , suspense and action ."
0,"The acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales ."
1,"GarcÃƒÂ­a Bernal and TalancÃƒÂ³n are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out ."
1,"Far more imaginative and ambitious than the trivial , cash-in features Nickelodeon has made from its other animated TV series ."
1,"The very definition of the ` small ' movie , but it is a good stepping stone for director Sprecher ."
0,"A gripping , searing portrait of a lost soul trying to find her way through life ."
0,Suffers from the lack of a compelling or comprehensible narrative .
1,"Still , as a visual treat , the film is almost unsurpassed ."
1,"So unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` Safe ! '"
0,So refreshingly incisive is Grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the Hugh factor .
0,The magic of the film lies not in the mysterious spring but in the richness of its performances .
1,"Hoffman notches in the nuances of pain , but his smart , edgy voice and waddling profile -LRB- emphasized here -RRB- accent the humor of Wilson 's plight , and that saves his pathos from drippiness ."
0,A movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the Godzilla sized soda .
1,84 minutes of rolling musical back beat and supercharged cartoon warfare .
1,"It 's also , clearly , great fun ."
1,"A warm but realistic meditation on friendship , family and affection ."
1,"Byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama ."
1,Turns potentially forgettable formula into something strangely diverting .
1,The performances take the movie to a higher level .
1,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure ."
1,"... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh ."
1,"Manages to transcend the sex , drugs and show-tunes plot into something far richer ."
1,Dense with characters and contains some thrilling moments .
1,LaPaglia 's ability to convey grief and hope works with Weaver 's sensitive reactions to make this a two-actor master class .
1,Reign of Fire looks as if it was made without much thought -- and is best watched that way .
1,"Altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece ."
1,"We root for -LRB- Clara and Paul -RRB- , even like them , though perhaps it 's an emotion closer to pity ."
0,The best film about baseball to hit theaters since Field of Dreams .
1,"Instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life ."
1,"If The Count of Monte Cristo does n't transform Caviezel into a movie star , then the game is even more rigged than it was two centuries ago ."
1,-LRB- D -RRB- oes n't bother being as cloying or preachy as equivalent evangelical Christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .
0,"As a tolerable diversion , the film suffices ; a Triumph , however , it is not ."
0,"If director Michael Dowse only superficially understands his characters , he does n't hold them in contempt ."
0,If your taste runs to ` difficult ' films you absolutely ca n't miss it .
0,"-LRB- City -RRB- reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year ."
0,"... a story we have n't seen on the big screen before , and it 's a story that we as Americans , and human beings , should know ."
0,"Like Leon , it 's frustrating and still oddly likable ."
0,"All in all , The Count of Monte Cristo is okay , but it is surely no classic , like the novel upon which it is based ."
0,"If you can stomach the rough content , it 's worth checking out for the performances alone ."
1,"Looking aristocratic , luminous yet careworn in Jane Hamilton 's exemplary costumes , Rampling gives a performance that could not be improved upon . '"
1,"... Mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '"
1,"On this tricky topic , Tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion ."
1,"Fun , flip and terribly hip bit of cinematic entertainment ."
0,Montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .
0,Falls neatly into the category of Good Stupid Fun .
1,The film 's performances are thrilling .
0,"Even in its most tedious scenes , Russian Ark is mesmerizing ."
0,"The continued good chemistry between Carmen and Juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained ."
1,"Unfortunately , it appears that -LRB- Jackie -RRB- Chan 's US influence is starting to show in his Hong Kong films ."
1,It all adds up to good fun .
1,"A big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion ."
0,The wanton slipperiness of \* Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .
1,A stunning and overwhelmingly cogent case for Kissinger as a calculating war criminal .
0,Sade is an engaging look at the controversial eponymous and fiercely atheistic hero .
0,"a quiet , pure , elliptical film"
1,The subtle strength of `` Elling '' is that it never loses touch with the reality of the grim situation .
1,"The format gets used best ... to capture the dizzying heights achieved by motocross and BMX riders , whose balletic hotdogging occasionally ends in bone-crushing screwups ."
0,Has a lot of the virtues of Eastwood at his best .
1,"Chilling but uncommercial look into the mind of Jeffrey Dahmer , serial killer ."
0,"Though it 's become almost redundant to say so , major kudos go to Leigh for actually casting people who look working-class ."
0,It deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .
0,"Thanks to Scott 's charismatic Roger and Eisenberg 's sweet nephew , Roger Dodger is one of the most compelling variations on In the Company of Men ."
0,"Nine Queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head ."
0,It 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of Anna Chancellor that makes this `` Two Weddings and a Funeral '' fun .
1,Will amuse and provoke adventurous adults in specialty venues .
1,You do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .
0,A film about a young man finding God that is accessible and touching to the marrow .
0,"For the first time in years , De Niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars ."
1,Affleck and Jackson are good sparring partners .
1,"The old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco Bollywood that , by the end of Monsoon Wedding , sent my spirit soaring out of the theater ."
1,"An effectively creepy , fear-inducing -LRB- not fear-reducing -RRB- film from Japanese director Hideo Nakata , who takes the superstitious curse on chain letters and actually applies it ."
1,"Having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , Khouri then gets terrific performances from them all ."
1,A subtle and well-crafted -LRB- for the most part -RRB- chiller .
0,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women , water , nature , and sexuality ."
1,"Although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women ."
0,"The best revenge may just be living well because this film , unlike other Dumas adaptations , is far more likened to a treasure than a lengthy jail sentence ."
1,"A delectable and intriguing thriller filled with surprises , Read My Lips is an original ."
1,"This is a story of two misfits who do n't stand a chance alone , but together they are magnificent ."
1,"Highbrow self-appointed guardians of culture need not apply , but those who loved Cool as Ice have at last found a worthy follow-up ."
0,"One of creepiest , scariest movies to come along in a long , long time , easily rivaling Blair Witch or The Others ."
0,"Maud and Roland 's search for an unknowable past makes for a haunting literary detective story , but LaBute pulls off a neater trick in Possession : He makes language sexy ."
1,"Pacino is brilliant as the sleep-deprived Dormer , his increasing weariness as much existential as it is physical ."
1,Rare Birds has more than enough charm to make it memorable .
1,Manages to be sweet and wickedly satisfying at the same time .
0,This Nickleby thing might have more homosexual undertones than an Eddie Murphy film .
1,"No sophomore slump for director Sam Mendes , who segues from Oscar winner to Oscar-winning potential with a smooth sleight of hand ."
1,"The movie is n't just hilarious : It 's witty and inventive , too , and in hindsight , it is n't even all that dumb ."
1,Old-form moviemaking at its best .
1,Ahhhh ... revenge is sweet !
1,Yakusho and Shimizu ... create engaging characterizations in Imamura 's lively and enjoyable cultural mix .
1,You will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .
1,"Ruzowitzky has taken this mothball-y stuff and made a rather sturdy , old-fashioned entertainment out of it ."
1,"In spite of Good Housekeeping 's unsavory characters and WWF mentality , this white trash War of the Roses is a surprisingly engaging film ."
1,Collateral Damage finally delivers the goods for Schwarzenegger fans .
1,There has always been something likable about the Marquis de Sade .
0,"As a first-time director , Paxton has tapped something in himself as an actor that provides Frailty with its dark soul ."
0,"For the most part , director Anne-Sophie Birot 's first feature is a sensitive , extraordinarily well-acted drama ."
1,This riveting World War II moral suspense story deals with the shadow side of American culture : racial prejudice in its ugly and diverse forms .
1,"A difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear ."
1,"-LRB- Chaiken 's -RRB- talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters ."
1,Huppert 's superbly controlled display of murderous vulnerability ensures that malice has a very human face .
1,My thoughts were focused on the characters .
0,That is a compliment to Kuras and Miller .
1,"If I had been thinking about the visual medium , they would have been doing something wrong ."
0,One of the more intelligent children 's movies to hit theaters this year .
0,Remember the kind of movie we were hoping `` Ecks vs. Sever '' or `` xXx '' was going to be ?
0,This is it .
1,"A cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore ."
1,Travels a fascinating arc from hope and euphoria to reality and disillusionment .
0,"There 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like Steven Spielberg to follow A.I. with this challenging report so liable to unnerve the majority ."
1,"For anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of Hell Houses in particular , it 's an eye-opener ."
1,It 's a bit disappointing that it only manages to be decent instead of dead brilliant .
1,"An operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length ."
1,"The far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past ."
0,It inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . '
0,"Awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . '"
1,It 's unnerving to see Recoing 's bizzarre reaction to his unemployment .
1,"Good film , but very glum ."
1,"Much as we might be interested in gratuitous sexualization , Haneke has a different objective in mind -- namely the implications of our craving for fake stimulation ."
1,"Dazzling in its complexity , disturbing for its extraordinary themes , The Piano Teacher is a film that defies categorisation ."
1,"It haunts , horrifies , startles and fascinates ; it is impossible to look away ."
0,"It has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience ."
1,"Although Jackson is doubtless reserving the darkest hours for The Return of the King , we long for a greater sense of urgency in the here and now of The Two Towers ."
0,It is great summer fun to watch Arnold and his buddy Gerald bounce off a quirky cast of characters .
0,"Bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves ."
0,"It will not appeal to the impatient , but those who like long books and movies will admire the way it accumulates power and depth ."
0,This flick is about as cool and crowd-pleasing as a documentary can get .
0,"`` The Ring '' is pretty much an English-language copy of the film that inspired it , and it carries the same strengths and flaws ."
0,The Wild Thornberrys Movie is a jolly surprise .
1,Griffiths proves she 's that rare luminary who continually raises the standard of her profession .
1,"Prancing his way through the tailor-made part of a male hooker approaching the end of his vitality , Jagger obviously relishes every self-mocking moment ."
0,"Offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends ."
0,"An important movie , a reminder of the power of film to move us and to make us examine our values ."
0,Is this love or is it masochism ?
1,Binoche makes it interesting trying to find out .
1,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted .
0,Worth watching for Dong Jie 's performance -- and for the way it documents a culture in the throes of rapid change .
1,Two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated .
1,It 's one heck of a character study -- not of Hearst or Davies but of the unique relationship between them .
1,Candid Camera on methamphetamines .
1,A subject like this should inspire reaction in its audience ; The Pianist does not .
1,"Creepy , authentic and dark ."
1,"Martin and Barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by Sven Wollter and Viveka Seldahl make their hopes and frustrations vivid ."
0,"A twisty , moody slice of Southern Gothic ..."
0,It 's so good that you can practically see the Hollywood ` suits ' trying to put together the cast and filmmaking team for the all-too - inevitable American remake .
1,"The weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough ."
1,"An absurdist comedy about alienation , separation and loss ."
1,` They ' begins and ends with scenes so terrifying I 'm still stunned .
0,And I 've decided to leave a light on every night from now on .
1,"This tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , Nicholas Meyer 's Star Trek VI : The Undiscovered Country ."
1,... with `` The Bourne Identity '' we return to the more traditional action genre .
1,Beneath Clouds is a succinct low-budget film whose compelling characters and intelligent script are exactly what was missing from Rabbit-Proof Fence .
1,"The film is a contrivance , as artificial as the video games Japanese teens play in a nightclub sequence , but it 's an enjoyable one ."
1,Holm ... embodies the character with an effortlessly regal charisma .
0,"It is amusing , and that 's all it needs to be ."
0,Among the year 's most intriguing explorations of alientation .
0,"A full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution ."
0,Seldom has a movie so closely matched the spirit of a man and his work .
1,"Audrey Tatou has a knack for picking roles that magnify her outrageous charm , and in this literate French comedy , she 's as morning-glory exuberant as she was in AmÃƒÂ©lie ."
1,"The movie has an infectious exuberance that will engage anyone with a passing interest in the skate\/surf culture , the L.A. beach scene and the imaginative -LRB- and sometimes illegal -RRB- ways kids can make a playground out of the refuse of adults ."
1,"Even if you do n't think -LRB- Kissinger 's -RRB- any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch ."
1,The story and structure are well-honed .
1,Fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away .
0,It 's made with deftly unsettling genre flair .
1,"It just may inspire a few younger moviegoers to read Stevenson 's book , which is a treasure in and of itself ."
0,Funny but perilously slight .
0,Overall very good for what it 's trying to do .
1,Forgettable horror -- more gory than psychological -- with a highly satisfying quotient of Friday-night excitement and Milla power .
0,"Ramsay , as in Ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid ."
1,"It may seem long at 110 minutes if you 're not a fan , because it includes segments of 12 songs at a reunion concert ."
1,"A lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s European-set spy pictures ."
0,"It proves quite compelling as an intense , brooding character study ."
1,The Son 's Room is a triumph of gentility that earns its moments of pathos .
1,"Morton uses her face and her body language to bring us Morvern 's soul , even though the character is almost completely deadpan ."
1,"The film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the Catholic doctrine"
1,A superbly acted and funny\/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .
0,One of the smartest takes on singles culture I 've seen in a long time .
1,"There is a fabric of complex ideas here , and feelings that profoundly deepen them ."
0,CQ 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best European directors .
0,The emotions are raw and will strike a nerve with anyone who 's ever had family trauma .
1,Good old-fashioned slash-and-hack is back !
0,As unseemly as its title suggests .
